h   r   t   tau
Military (United Kingdom)	Make an appeal or request	Citizen (United Kingdom)	2014-04-15
Governor (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-06-18
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-10-03
Legislature (Iraq)	Make an appeal or request	Iraq	2014-07-09
Citizen (India)	Make an appeal or request	Employee (India)	2014-10-21
Emmanuel Eweta Uduaghan	Make an appeal or request	Citizen (Nigeria)	2014-04-01
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-02-20
Japan	Make an appeal or request	China	2014-08-11
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-07-08
Court Judge (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-04-17
Citizen (Kenya)	Make an appeal or request	William Ruto	2014-03-31
Member of the Judiciary (South Africa)	Make an appeal or request	Shrien Dewani	2014-03-04
North Korea	Make an appeal or request	South Korea	2014-10-20
Citizen (Australia)	Make an appeal or request	People Associated with the Opposition (Australia)	2014-03-29
Member of the Judiciary (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-10-22
Court Judge (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-12-18
Government (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-12-08
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-01-22
Citizen (Australia)	Make an appeal or request	Police (Australia)	2014-01-18
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-06-26
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-09-01
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-11-24
Citizen (Nigeria)	Make an appeal or request	Ministry (Nigeria)	2014-04-07
Japan	Make an appeal or request	China	2014-01-10
North Korea	Make an appeal or request	South Korea	2014-07-14
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-11-18
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-04-23
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-08-29
Military (United Kingdom)	Make an appeal or request	Citizen (United Kingdom)	2014-02-15
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-05-07
Fishermen (India)	Make an appeal or request	Citizen (India)	2014-01-12
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-08-28
Citizen (Nigeria)	Make an appeal or request	Adams Oshiomhole	2014-05-26
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-06-13
Citizen (Bangladesh)	Make an appeal or request	Sheikh Hasina Wajed	2014-08-26
Governor (India)	Make an appeal or request	Citizen (India)	2014-05-13
Citizen (India)	Make an appeal or request	Head of Government (India)	2014-01-28
South Korea	Make an appeal or request	Citizen (South Korea)	2014-05-02
Malaysia	Make an appeal or request	China	2014-10-05
Election Commission (Afghanistan)	Make an appeal or request	Ashraf Ghani Ahmadzai	2014-09-08
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-08-12
UN Security Council	Make an appeal or request	Government (Nigeria)	2014-11-11
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-02-21
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-05-21
Election Commission (India)	Make an appeal or request	Citizen (India)	2014-12-20
John Kerry	Make an appeal or request	Foreign Affairs (Russia)	2014-12-14
Malaysia	Make an appeal or request	China	2014-06-05
Iran	Make an appeal or request	Barack Obama	2014-01-10
Japan	Make an appeal or request	South Korea	2014-08-25
Iran	Make an appeal or request	France	2014-11-21
Iran	Make an appeal or request	Barack Obama	2014-04-12
Ministry (Romania)	Make an appeal or request	Victor Ponta	2014-12-14
Japan	Make an appeal or request	South Korea	2014-07-28
Japan	Make an appeal or request	South Korea	2014-11-11
Japan	Make an appeal or request	South Korea	2014-02-18
Japan	Make an appeal or request	South Korea	2014-03-20
Iran	Make an appeal or request	Barack Obama	2014-05-25
Government (Pakistan)	Make an appeal or request	Imran Khan	2014-08-20
Iran	Make an appeal or request	France	2014-09-12
Japan	Make an appeal or request	South Korea	2014-07-02
Party Member (Zambia)	Make an appeal or request	Guy Scott	2014-11-26
Citizen (Nigeria)	Make an appeal or request	Ministry (Nigeria)	2014-04-22
Member of Parliament (Australia)	Make an appeal or request	Citizen (Australia)	2014-10-17
Member of Parliament (Australia)	Make an appeal or request	Citizen (Australia)	2014-10-03
Citizen (Nigeria)	Make an appeal or request	Boko Haram	2014-05-16
Citizen (India)	Make an appeal or request	Employee (India)	2014-11-12
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-05-26
Citizen (Nigeria)	Make an appeal or request	Labor Union (Nigeria)	2014-06-27
Court Judge (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-08-15
Citizen (India)	Make an appeal or request	Akhilesh Yadav	2014-05-05
China	Make an appeal or request	John Kerry	2014-02-17
Ministry (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-11-13
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-08-27
Japan	Make an appeal or request	China	2014-11-14
Citizen (Nigeria)	Make an appeal or request	Oluṣẹgun Ọbasanjọ	2014-12-29
Japan	Make an appeal or request	South Korea	2014-01-21
Citizen (Kenya)	Make an appeal or request	Police (Kenya)	2014-11-28
Boris Johnson	Make an appeal or request	Citizen (United Kingdom)	2014-12-16
Medical Personnel (India)	Make an appeal or request	Citizen (India)	2014-09-18
Citizen (India)	Make an appeal or request	Rajya Sabha	2014-11-06
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-04-24
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-10-13
Muslim (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-07-24
Citizen (Kenya)	Make an appeal or request	Police (Kenya)	2014-02-11
Citizen (Nigeria)	Make an appeal or request	Kayode Fayemi	2014-07-08
Citizen (India)	Make an appeal or request	Akhilesh Yadav	2014-11-07
Citizen (Nigeria)	Make an appeal or request	Oluṣẹgun Ọbasanjọ	2014-01-13
North Korea	Make an appeal or request	South Korea	2014-11-28
Employee (India)	Make an appeal or request	Citizen (India)	2014-12-17
Citizen (India)	Make an appeal or request	Election Commission (India)	2014-05-12
Citizen (Kenya)	Make an appeal or request	Governor (Kenya)	2014-08-22
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-12-22
Election Commission (India)	Make an appeal or request	Citizen (India)	2014-12-23
Citizen (Kenya)	Make an appeal or request	Governor (Kenya)	2014-01-28
Citizen (Australia)	Make an appeal or request	Member of Parliament (Australia)	2014-11-26
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-12-11
Citizen (Nigeria)	Make an appeal or request	Emmanuel Eweta Uduaghan	2014-11-25
North Korea	Make an appeal or request	South Korea	2014-12-30
North Korea	Make an appeal or request	South Korea	2014-01-23
Citizen (India)	Make an appeal or request	Company - Owner or Operator (India)	2014-06-13
North Korea	Make an appeal or request	South Korea	2014-02-25
China	Make an appeal or request	Xi Jinping	2014-07-08
Military Personnel (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-11-17
Japan	Make an appeal or request	Barack Obama	2014-04-21
Citizen (Australia)	Make an appeal or request	Lawyer/Attorney (Australia)	2014-05-16
Iran	Make an appeal or request	France	2014-11-24
Government (Nigeria)	Make an appeal or request	Ministry (Nigeria)	2014-10-01
Military Personnel (India)	Make an appeal or request	Citizen (India)	2014-07-22
Muslim (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-06-30
Muslim (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-12-19
Muslim (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-02-03
Military (United Kingdom)	Make an appeal or request	Citizen (United Kingdom)	2014-02-26
Military (Thailand)	Make an appeal or request	Citizen (Thailand)	2014-12-10
North Korea	Make an appeal or request	South Korea	2014-11-23
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-02-27
Government (Nigeria)	Make an appeal or request	Boko Haram	2014-08-18
Citizen (Nigeria)	Make an appeal or request	Other Authorities / Officials (Nigeria)	2014-12-12
Citizen (India)	Make an appeal or request	Employee (India)	2014-12-25
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-05-26
Malaysia	Make an appeal or request	China	2014-05-04
China	Make an appeal or request	France	2014-02-03
Japan	Make an appeal or request	South Korea	2014-11-23
John Baird	Make an appeal or request	Canada	2014-10-27
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-03-20
Japan	Make an appeal or request	South Korea	2014-11-20
Japan	Make an appeal or request	South Korea	2014-04-03
Iran	Make an appeal or request	France	2014-09-04
China	Make an appeal or request	Xi Jinping	2014-06-28
South Korea	Make an appeal or request	China	2014-09-11
Japan	Make an appeal or request	South Korea	2014-11-21
Japan	Make an appeal or request	South Korea	2014-07-19
Citizen (Tanzania)	Make an appeal or request	Tanzania	2014-02-25
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-11-25
Japan	Make an appeal or request	China	2014-11-08
China	Make an appeal or request	France	2014-02-04
South Korea	Make an appeal or request	Citizen (South Korea)	2014-04-24
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-12-16
Citizen (India)	Make an appeal or request	Head of Government (India)	2014-12-16
South Korea	Make an appeal or request	China	2014-10-16
South Korea	Make an appeal or request	China	2014-02-10
Iran	Make an appeal or request	Mohammad Javad Zarif	2014-11-08
Japan	Make an appeal or request	China	2014-06-30
South Korea	Make an appeal or request	China	2014-02-17
Japan	Make an appeal or request	South Korea	2014-03-16
Iran	Make an appeal or request	France	2014-12-16
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-12-05
North Korea	Make an appeal or request	South Korea	2014-02-03
Citizen (Togo)	Make an appeal or request	Ministry (Togo)	2014-03-31
Employee (India)	Make an appeal or request	Citizen (India)	2014-08-11
Member of the Judiciary (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-06-23
Employee (India)	Make an appeal or request	Citizen (India)	2014-10-08
Police (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-04-24
Court Judge (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-03-11
North Korea	Make an appeal or request	South Korea	2014-01-21
Uhuru Muigai Kenyatta	Make an appeal or request	Citizen (Kenya)	2014-05-02
Citizen (Kenya)	Make an appeal or request	Police (Kenya)	2014-10-06
Legislature (Iraq)	Make an appeal or request	Iraq	2014-12-08
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-02-12
Government (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-02-28
Citizen (India)	Make an appeal or request	Amit Shah	2014-12-29
Head of Government (India)	Make an appeal or request	Citizen (India)	2014-12-18
Governor (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-05-16
Government (Kenya)	Make an appeal or request	Citizen (Kenya)	2014-10-28
Government (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-05-26
Government (Nigeria)	Make an appeal or request	Boko Haram	2014-10-24
John Kerry	Make an appeal or request	Foreign Affairs (Russia)	2014-02-22
National Council for Peace and Order of Thailand	Make an appeal or request	Thailand	2014-07-01
Election Commission (Afghanistan)	Make an appeal or request	Ashraf Ghani Ahmadzai	2014-09-23
Legislature (Iraq)	Make an appeal or request	Nuri al-Maliki	2014-01-19
Election Commission (Afghanistan)	Make an appeal or request	Afghanistan	2014-04-23
John Kerry	Make an appeal or request	Foreign Affairs (Russia)	2014-02-27
Philippines	Make an appeal or request	City Mayor (Philippines)	2014-09-21
Japan	Make an appeal or request	South Korea	2014-10-02
Government (Kenya)	Make an appeal or request	Police (Kenya)	2014-11-02
North Korea	Make an appeal or request	South Korea	2014-05-19
Police (Kenya)	Make an appeal or request	Lawyer/Attorney (Kenya)	2014-08-26
North Korea	Make an appeal or request	South Korea	2014-04-05
Election Commission (Afghanistan)	Make an appeal or request	Ashraf Ghani Ahmadzai	2014-07-12
John Baird	Make an appeal or request	Canada	2014-07-16
John Baird	Make an appeal or request	Canada	2014-07-15
Legislature (Greece)	Make an appeal or request	Head of Government (Greece)	2014-12-14
Election Commission (Afghanistan)	Make an appeal or request	Ashraf Ghani Ahmadzai	2014-05-18
Japan	Make an appeal or request	South Korea	2014-03-28
Court Judge (Egypt)	Make an appeal or request	Lawyer/Attorney (Egypt)	2014-12-12
Japan	Make an appeal or request	China	2014-11-06
Citizen (India)	Make an appeal or request	Company - Owner or Operator (India)	2014-12-11
Citizen (Australia)	Make an appeal or request	Police (Australia)	2014-03-18
Citizen (India)	Make an appeal or request	Company - Owner or Operator (India)	2014-08-24
Qatar	Make an appeal or request	Iran	2014-11-11
Angola	Make an appeal or request	China	2014-04-02
Japan	Make an appeal or request	China	2014-03-08
Japan	Make an appeal or request	China	2014-11-11
Citizen (Nigeria)	Make an appeal or request	Government (Nigeria)	2014-10-31
Japan	Make an appeal or request	South Korea	2014-02-08
Iran	Make an appeal or request	France	2014-02-10
Qatar	Make an appeal or request	Iran	2014-12-01
Afghanistan	Make an appeal or request	China	2014-10-22
Japan	Make an appeal or request	South Korea	2014-03-21
South Korea	Make an appeal or request	China	2014-01-08
Japan	Make an appeal or request	South Korea	2014-09-16
UN Security Council	Make an appeal or request	Barack Obama	2014-10-07
Qatar	Make an appeal or request	Iran	2014-04-17
Member of the Judiciary (Nigeria)	Make an appeal or request	Citizen (Nigeria)	2014-01-13
South Korea	Make an appeal or request	China	2014-01-21
South Korea	Make an appeal or request	China	2014-04-29
Malaysia	Make an appeal or request	China	2014-03-13
Lawmaker (Lebanon)	Make an appeal or request	Nabih Berri	2014-12-03
China	Make an appeal or request	Julie Bishop	2014-11-06
Military (China)	Make an appeal or request	Xi Jinping	2014-08-01
Government (Pakistan)	Make an appeal or request	Pakistan Tehreek-e-Insaf	2014-05-15
Government (Nigeria)	Make an appeal or request	Head of Government (Nigeria)	2014-06-16
Japan	Make an appeal or request	South Korea	2014-11-13
Japan	Make an appeal or request	South Korea	2014-07-27
China	Make an appeal or request	France	2014-03-19
Japan	Make an appeal or request	China	2014-12-27
